Save No	Element	redox	Solid Phase	Specific Surface Area(m2/g)	CEC(meq/100g)	note	Solid Phase Group	Solution/Solid(mL/g)	Solution(mL)	Solid(g)	temp(degC)	Water Type	Ca(ppm)	Na(ppm)	K(ppm)	Mg(ppm)	Cl(ppm)	HCO3(ppm)	SO4(ppm)	F(ppm)	SiO2(ppm)	Fe(ppm)	NO3(ppm)	ClO4(ppm)	Ionic strength(mol/L)	DOC(ppm)	note	Ionic strength(mol/L)	pH init	pH end	C init(mol/L)	Contact time(day)	Separation	Eh init(mV)	Eh end(mV)	atm/redox condition	Kd(m3/kg)	error	Data type	Reference	Author	Year	Title	Journal	Publisher	Vol	No	Page	Note	replicates, n	additional/information	Kd Graph Data	Temp Graph Data	pH Graph Data	Time Graph Data	Eh Graph Data	Cinit Graph Data	Solution/Solid Graph Data	
57046	Na	I	smectite#1	n.r.	109.7	Smectite(SCa-3)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.30E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.033	100.0	0.0	1.0	0.0	0.005	400.0	
57047	Na	I	smectite#1	n.r.	109.7	Smectite(SCa-3)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.50E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.035	200.0	0.0	1.0	0.0	0.005	400.0	
57054	Sr	II	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	5.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.052	25.0	0.0	1.0	0.0	0.005	400.0	
57055	Sr	II	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.30E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.033	100.0	0.0	1.0	0.0	0.005	400.0	
57056	Sr	II	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.50E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.045	200.0	0.0	1.0	0.0	0.005	400.0	
57057	Na	I	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	2.90E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.029	25.0	0.0	1.0	0.0	0.005	400.0	
57058	Na	I	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.10E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.011	100.0	0.0	1.0	0.0	0.005	400.0	
57059	Na	I	smectite#2	n.r.	103.6	Smectite(SAz-1)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.70E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.017	200.0	0.0	1.0	0.0	0.005	400.0	
57066	Sr	II	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.042	25.0	0.0	1.0	0.0	0.005	400.0	
57067	Sr	II	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.042	100.0	0.0	1.0	0.0	0.005	400.0	
57068	Sr	II	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.10E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.041	200.0	0.0	1.0	0.0	0.005	400.0	
57069	Na	I	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.80E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.018	25.0	0.0	1.0	0.0	0.005	400.0	
57070	Na	I	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.10E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.011	100.0	0.0	1.0	0.0	0.005	400.0	
57071	Na	I	smectite#3	n.r.	80.4	Smectite(Bengel 31)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	0.00E+00	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.0	200.0	0.0	1.0	0.0	0.005	400.0	
57078	Sr	II	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.60E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.046	25.0	0.0	1.0	0.0	0.005	400.0	
57079	Sr	II	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.60E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.046	100.0	0.0	1.0	0.0	0.005	400.0	
57080	Sr	II	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.90E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.039	200.0	0.0	1.0	0.0	0.005	400.0	
57081	Na	I	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.50E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.015	25.0	0.0	1.0	0.0	0.005	400.0	
57082	Na	I	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.40E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.014	100.0	0.0	1.0	0.0	0.005	400.0	
57083	Na	I	smectite#4	n.r.	110	Smectite(Kunipia F)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.30E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.013	200.0	0.0	1.0	0.0	0.005	400.0	
57090	Sr	II	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.70E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.037	25.0	0.0	1.0	0.0	0.005	400.0	
57091	Sr	II	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.50E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.035	100.0	0.0	1.0	0.0	0.005	400.0	
57092	Sr	II	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.10E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.041	200.0	0.0	1.0	0.0	0.005	400.0	
57093	Na	I	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	2.10E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.021	25.0	0.0	1.0	0.0	0.005	400.0	
57094	Na	I	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.012	100.0	0.0	1.0	0.0	0.005	400.0	
57095	Na	I	smectite#5	n.r.	91.7	Smectite(SWa-1)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	5.00E-03	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.005	200.0	0.0	1.0	0.0	0.005	400.0	
57102	Sr	II	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.042	25.0	0.0	1.0	0.0	0.005	400.0	
57103	Sr	II	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.70E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.037	100.0	0.0	1.0	0.0	0.005	400.0	
57104	Sr	II	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	5.00E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.05	200.0	0.0	1.0	0.0	0.005	400.0	
57105	Na	I	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	2.00E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.02	25.0	0.0	1.0	0.0	0.005	400.0	
57106	Na	I	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	2.00E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.02	100.0	0.0	1.0	0.0	0.005	400.0	
57107	Na	I	smectite#6	n.r.	89.6	Smectite(NG-1)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	1.50E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.015	200.0	0.0	1.0	0.0	0.005	400.0	
57114	Sr	II	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	25	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.20E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.042	25.0	0.0	1.0	0.0	0.005	400.0	
57115	Sr	II	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	100	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	3.30E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.033	100.0	0.0	1.0	0.0	0.005	400.0	
57116	Sr	II	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	200	0.005M SrCl2					355.0								0.015		-	0.015	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	2.40E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.024	200.0	0.0	1.0	0.0	0.005	400.0	
57117	Na	I	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	25	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.40E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.044	25.0	0.0	1.0	0.0	0.005	400.0	
57118	Na	I	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	100	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	4.30E-02	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.043	100.0	0.0	1.0	0.0	0.005	400.0	
57119	Na	I	smectite#7	n.r.	92	Smectite(DPI-AW)	Bentonite (smectite)	400	20	0.05	200	0.005M NaCl		115.0			177.0								0.005		-	0.005	n.r.	n.r.	5.00E-03	1	c(10000rpm/10min)	n.r.	n.r.	oxidizing condition	0.00E+00	n.r.	Kd [cm3/g] from table	Onodera et al.(1994)	Onodera, Y. , Iwasaki, T. , Hayashi, H. , Torii, K. , Mimura, H. and Akiba, K	1994	Sorption Behavior of Cs on Smectites	Journal of Nuclear Fuel Cycle and Environment		1	1	53-65		n.r.	-	0.0	200.0	0.0	1.0	0.0	0.005	400.0	
57168	Sr	II	sand	n.r.	1.30	Soil	Sandstone	40	n.r.	n.r.	n.r.	synthetic groundwater	8.2	6.9	1.0	6.4									0.0011		-	0.0011	6.3	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	3.00E-02	n.r.	Kd [mL/g] from table	Ohtsuka et al.(1989)	Ohtsuka, Y. , Yamamoto, T. , Takebe, S. and Wadachi, Y.	1989	Radionuclide migration tests on aquifer soil samples from coastal sand and loamy soil layers	Journal of the Atomic Energy Society of Japan		31	12	1377-1382		n.r.	-	0.03	0.0	6.3	0.0	0.0	0.0	40.0	
57170	Sr	II	loamy soil	n.r.	14.00	-	Soil	40	n.r.	n.r.	n.r.	synthetic groundwater	8.2	6.9	1.0	6.4									0.0011		-	0.0011	6.3	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	1.40E+00	n.r.	Kd [mL/g] from table	Ohtsuka et al.(1989)	Ohtsuka, Y. , Yamamoto, T. , Takebe, S. and Wadachi, Y.	1989	Radionuclide migration tests on aquifer soil samples from coastal sand and loamy soil layers	Journal of the Atomic Energy Society of Japan		31	12	1377-1382		n.r.	-	1.4	0.0	6.3	0.0	0.0	0.0	40.0	
57315	Sr	II	sand	n.r.	1.06	-	Sandstone	n.r.	n.r.	n.r.	25.0	groundwater	5.1	10.8	3.2	1.9									0.000687		-	0.000687	6.9	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	n.r.	1.50E-02	n.r.	in confirmation	Reynolds et al.(1982)	Reynolds, W.D. , Gillham, R. W. and Cherry, J. A.	1982	Evaluation of Distribution Coefficients for the Prediction of Strontium and Cesium Migration in a Uniform Sand	Canadian Geotechnical Journal		19		139-141		n.r.	-	0.015	25.0	6.9	0.0	0.0	0.0	0.0	
57888	Sr	II	basalt	4	10.3	Fraction size=300-850microm	Basaltic rocks	30	15	0.5	23.5	5.13N NaCl		118000.0			182000.0								5.13		-	5.13	7	6.7	n.r.	10	c(7000rpm/20min)	n.r.	240	air	6.00E-04	6.50E-03	Kd-Rd	Mucciardi et al.(1979)	Mucciardi, A. N., Johnson, T. C. and Saunier, J.	1979	Statistical Investigation of the Mechanics Controlling Radionuclide Sorption	Annual Report, Battelle-Pacific Northwest Laboratories, ADI Ref. 548				1-75		3	-	0.00060	23.5	6.7	10.0	240.0	0.0	30.0	
57889	Sr	II	basalt	4	10.3	Fraction size=300-850microm	Basaltic rocks	30	15	0.5	23.5	5.13N NaCl		118000.0			182000.0								5.13		-	5.13	7	7.4	n.r.	30	c(7000rpm/20min)	n.r.	380	air	7.00E-04	2.00E-04	Kd-Rd	Mucciardi et al.(1979)	Mucciardi, A. N., Johnson, T. C. and Saunier, J.	1979	Statistical Investigation of the Mechanics Controlling Radionuclide Sorption	Annual Report, Battelle-Pacific Northwest Laboratories, ADI Ref. 548				1-75		3	-	0.00070	23.5	7.4	30.0	380.0	0.0	30.0	
57890	Sr	II	basalt	4	10.3	Fraction size=300-850microm	Basaltic rocks	30	15	0.5	20	0.03N CaCl2	601.0				1060.0								0.045		-	0.045	7	7.4	n.r.	10	c(7000rpm/20min)	n.r.	350	air	2.00E-03	2.80E-03	Kd-Rd	Mucciardi et al.(1979)	Mucciardi, A. N., Johnson, T. C. and Saunier, J.	1979	Statistical Investigation of the Mechanics Controlling Radionuclide Sorption	Annual Report, Battelle-Pacific Northwest Laboratories, ADI Ref. 548				1-75		3	-	0.002	20.0	7.4	10.0	350.0	0.0	30.0	
